Custom_PC1,Custom_PC2,label
3.8438690661758814,1.3270407249447216,1
4.208355225921227,0.7011270466802456,1
4.294169678882364,1.1443379404274907,1
5.0649153863726655,0.5199024153982192,1
3.5341081495385236,1.3393798133949308,1
5.166976151470028,0.6546531931451822,1
3.8717546544909736,1.2867023766681251,1
3.895771104782447,0.5298029809865188,1
4.572987615407881,0.09151997536508678,1
4.771701422532223,-0.13326582683707786,1
3.762073001764782,1.234580234899904,1
4.172458093621557,0.029998232101462654,1
4.512541549139781,-0.1640274399463568,1
2.5445749819624255,0.8462601969126997,1
5.894281757338735,-0.2646544794128597,1
4.8111100230143595,0.2665973369096909,1
2.2132446497877667,0.57735736005053,1
2.9764267089064127,0.5637527272925485,1
0.438754538796,0.6728719646178355,1
0.14896149750860535,1.9047339512291734,1
2.815599371973525,1.0968588393458238,1
-0.21148187845606942,1.824876419851973,1
4.375702909932378,-0.26887713592645607,1
1.7843318782197584,1.1926400763056586,1
4.033904918866925,-0.05279508327498427,1
2.486616840205236,1.1011069348471205,1
1.5166629826280906,0.6491737938995543,1
0.6314626422743794,1.1915613167828532,1
1.6386048658999768,1.213709931892086,1
0.08531777289178105,1.7948904579172844,1
2.825527084947592,0.2795510691871742,1
3.007496792407354,0.2984948088139712,1
0.4175406464005124,0.9849874895645573,1
1.7212679953613201,0.8721807286533199,1
0.3996703849365349,1.2182130628956849,1
-1.3785633662943768,1.2877198745285483,1
2.3650472538055904,0.6947746362838371,1
0.4377005041202159,0.6011227535861938,1
-1.0038818176444837,1.486958017037654,1
1.1362685748989356,0.5424526489209129,1
0.9167902167108105,1.037934901727819,1
0.5757820816820431,1.6662572828901223,1
-1.7283756336006133,1.7183841471028394,1
-3.7712360842117114,2.2834269351127205,1
-1.1375764654108182,0.9572645563750669,1
0.03969813169299947,1.2310745136462042,1
0.18416338416607428,3.4907167316745493,1
0.9308336832989133,0.6491125283648359,1
-2.700567745482208,1.8244756909998254,1
0.4002842084684135,1.8547809166952305,1
-0.8435295111689542,0.21021298888179676,1
-3.2853881407117034,1.899936677028697,1
-4.114419692000142,2.2079938922594344,1
-3.974960968105309,1.834183003651048,1
-3.998869214217752,2.5448574115652938,1
-3.2833506794185627,2.261596623891342,1
-4.365290602820566,2.376392065135162,1
-4.406891098125784,2.844142241377147,1
-4.766690818317945,2.777925630053671,1
1.6537448503950412,0.5759953692241956,1
0.8172429280281219,0.44872831544593456,1
-1.3285311113253764,-0.032504400050149033,1
0.8861315313369355,1.0110822263987747,1
0.8544532590655602,1.6171764775058626,1
-2.207441865633909,1.7684543728818565,1
-3.3466455700491005,2.1666970480580083,1
-2.068234886021817,1.501800225520312,1
-3.251826011360656,2.241922701920313,1
-1.9800042127376345,0.937109199682377,1
-4.121701655415298,2.185282908060768,1
-3.1882513195273403,1.9613167890074767,1
