PC1,PC2,label
-3.8438690661758823,1.3270407249447131,1
-4.208355225921228,0.7011270466802368,1
-4.294169678882365,1.1443379404274818,1
-5.064915386372663,0.5199024153982087,1
-3.5341081495385236,1.3393798133949237,1
-5.166976151470026,0.6546531931451715,1
-3.871754654490976,1.2867023766681174,1
-3.895771104782447,0.5298029809865106,1
-4.57298761540788,0.09151997536507744,1
-4.771701422532226,-0.13326582683708774,1
-3.7620730017647817,1.234580234899896,1
-4.172458093621556,0.029998232101453887,1
-4.512541549139778,-0.16402743994636598,1
-2.5445749819624264,0.8462601969126944,1
-5.894281757338735,-0.26465447941287196,1
-4.81111002301436,0.26659733690968107,1
-2.2132446497877676,0.5773573600505258,1
-2.976426708906413,0.5637527272925426,1
-0.43875453879600046,0.6728719646178349,1
-0.14896149750860788,1.9047339512291734,1
-2.815599371973525,1.0968588393458183,1
0.21148187845606695,1.8248764198519731,1
-4.37570290993238,-0.268877135926465,1
-1.7843318782197597,1.1926400763056553,1
-4.033904918866925,-0.05279508327499261,1
-2.4866168402052375,1.1011069348471152,1
-1.516662982628091,0.649173793899551,1
-0.6314626422743809,1.1915613167828527,1
-1.6386048658999781,1.2137099318920828,1
-0.08531777289178329,1.794890457917285,1
-2.8255270849475913,0.2795510691871685,1
-3.007496792407354,0.298494808813965,1
-0.41754064640051314,0.984987489564557,1
-1.7212679953613206,0.872180728653316,1
-0.39967038493653645,1.2182130628956844,1
1.3785633662943753,1.2877198745285519,1
-2.3650472538055913,0.6947746362838322,1
-0.4377005041202162,0.6011227535861928,1
1.003881817644482,1.4869580170376555,1
-1.136268574898936,0.5424526489209105,1
-0.9167902167108122,1.0379349017278168,1
-0.5757820816820451,1.6662572828901205,1
1.7283756336006109,1.718384147102843,1
3.7712360842117088,2.2834269351127294,1
1.1375764654108171,0.9572645563750696,1
-0.03969813169300133,1.231074513646204,1
-0.1841633841660799,3.490716731674547,1
-0.9308336832989138,0.6491125283648339,1
2.7005677454822044,1.8244756909998314,1
-0.4002842084684159,1.85478091669523,1
0.8435295111689546,0.2102129888817988,1
3.2853881407117007,1.899936677028704,1
4.11441969200014,2.207993892259444,1
3.974960968105306,1.8341830036510571,1
3.9988692142177484,2.5448574115653013,1
3.2833506794185596,2.2615966238913487,1
4.365290602820563,2.3763920651351715,1
4.406891098125779,2.8441422413771567,1
4.76669081831794,2.777925630053681,1
-1.6537448503950423,0.5759953692241921,1
-0.8172429280281222,0.448728315445933,1
1.3285311113253768,-0.03250440005014573,1
-0.8861315313369365,1.0110822263987729,1
-0.8544532590655621,1.6171764775058608,1
2.207441865633906,1.7684543728818614,1
3.3466455700490965,2.166697048058016,1
2.0682348860218145,1.5018002255203162,1
3.2518260113606523,2.2419227019203194,1
1.9800042127376327,0.9371091996823814,1
4.121701655415295,2.185282908060777,1
3.1882513195273376,1.961316789007484,1
3.080206528887785,1.8683089786344547,1
5.653066213034529,2.5978892881410784,1
-1.4872571498864147,1.1419779750210755,1
1.045130576550163,0.9846042641835957,1
1.917732931756716,1.4601033139807558,1
-0.5206063377519997,3.774396401629163,1
0.3109604561546277,1.6618897285984033,1
2.0330468729989426,1.575818333871496,1
1.0870041251398772,1.867707351814333,1
4.5549852422648485,2.516516904189005,1
4.448405650991179,2.177640746983966,1
5.132851939005329,3.1361351040475243,1
3.785979038717882,1.5244635882992776,1
3.0627328136648457,1.7018907291409364,1
4.157621307267364,1.5542779863366787,1
2.378660948547711,0.5031065174918656,1
3.7082001932641355,2.4056534667972724,1
3.216000320881547,1.3735547736573206,1
0.4027326721663857,4.049169012122471,1
4.821178658481442,2.375702810550721,1
4.232614939593586,1.661265619420092,1
5.0726354242884755,1.975697258437363,1
4.614392242265383,3.142530069777679,1
4.53410177079144,2.392975126681406,1
-1.0667195984312294,0.1524475388207037,1
1.983492110177798,0.28315650042683566,1
0.988264064743462,1.5344142793459783,1
3.5419492643287627,1.7506421988733927,1
4.555938765248064,1.7676195275089177,1
3.868761629097651,1.4510709175548673,1
4.602832092812014,2.2189642138337753,1
4.931346703593393,2.2566232421782813,1
1.7035148341385844,1.9749830838534919,1
4.339460298365659,1.978517746670036,1
4.495711037530035,2.2191001018147785,1
1.4330658837991015,0.7034279641332009,1
1.1156275724996734,1.6384696877557907,1
4.912990016679786,1.843338819677454,1
