PC1,PC2,label
-3.8453369436689817,1.2841636030885382,1
-4.21107168017639,0.6700519117692413,1
-4.295725920757268,1.1064617744415344,1
-5.06827184558049,0.48960295575965734,1
-3.5354663713728827,1.2963691662669454,1
-5.169947964070478,0.6234068189027583,1
-3.8733681395561184,1.24424284007989,1
-3.8990037215617144,0.49775990881883625,1
-4.577391849392262,0.06404432890330763,1
-4.7760630873069845,-0.1537928975590069,1
-3.7641459646108246,1.187186037567521,1
-4.17642586987626,0.00784123232888265,1
-4.517507004953497,-0.18825308698611903,1
-2.5482019266571103,0.7965524353615755,1
-5.898648499747611,-0.27471970734977236,1
-4.814946364229209,0.23938813291144365,1
-2.216262117134307,0.5398418987740853,1
-2.9791429868098116,0.5302293845153393,1
-0.44143212816553706,0.6304005504758238,1
-0.1489598113226725,1.8433273069361915,1
-2.8184190069724417,1.047319069979111,1
0.21159112085469084,1.766392853490525,1
-4.380426756847496,-0.2872147693197842,1
-1.7862247045228485,1.144825100092894,1
-4.038421253551188,-0.07570342569403013,1
-2.489199794497299,1.0511778038886188,1
-1.5192098121840192,0.6117249141823103,1
-0.6323779416353136,1.149979678728682,1
-1.6406217000234604,1.1611513291359226,1
-0.08544830379624695,1.7356445111457388,1
-2.8280591181422006,0.25864490201721896,1
-3.011033388136609,0.2671765058753951,1
-0.41956240504505643,0.9371222946045481,1
-1.7239522683336692,0.8269178153617274,1
-0.40004135819540565,1.1777744454287968,1
1.3766916408361272,1.2227867683116216,1
-2.3671891874573556,0.6620498972692376,1
-0.4404635622666791,0.5594857834268399,1
1.0042789218923645,1.4416700414665367,1
-1.137730765858448,0.5159564209823171,1
-0.9182283117542023,0.9930583442747881,1
-0.5764426795463164,1.6084618254533458,1
1.7284179523367411,1.6552041352205848,1
3.772453958584289,2.2097202072434263,1
1.136973940425116,0.9192491495752833,1
-0.038103296953595364,1.2072130013048163,1
-0.17511408709552118,3.4758624890953453,1
-0.9321213836869426,0.6189997573603035,1
2.7011237049252768,1.7642165156086438,1
-0.4007145294768491,1.7897306840244311,1
0.8394892826259915,0.16810671226717502,1
3.286086206901262,1.8373071891862822,1
4.116247136317642,2.1348550198437763,1
3.975595765033086,1.7683763098382177,1
4.0013247431468955,2.473050281202284,1
3.2847961156831134,2.1890740462768274,1
4.366422318849727,2.294721223866065,1
4.409900114813563,2.7649885812139865,1
4.767524334669214,2.6812802502213255,1
-1.655285187063271,0.5496962268836589,1
-0.8180908999632581,0.43105319780163787,1
